,Optimal_Affected_Component,Optimal_Affected_Component_Uid,Optimal_Failure,raw,cube,sqt,log10,ln,log2
0,Authentication Service,_SEx_HucdEeet0YmmfbMwkw,CF3,491.04499730000003,7.889335593238327,22.15953513275944,2.691121290867747,6.196535767790968,8.939711422883114
1,Query Service,_SEwwu-cdEeet0YmmfbMwkw,CF1,347.23380380000003,7.028683689560513,18.634210576249266,2.5406219978673104,5.849998339222019,8.439763593204278
2,Bid and Buy Service,_SEymDucdEeet0YmmfbMwkw,CF3,75.86396034,4.23329470633874,8.709991982774726,1.8800355105116986,4.328941740803688,6.245342781754717
3,Item Management Service,_SExYKucdEeet0YmmfbMwkw,CF3,45.17630238,3.5615323533072094,6.7213318903324515,1.654910681615797,3.8105726657251493,5.497494287788711
4,User Management Service,_SExXgOcdEeet0YmmfbMwkw,CF2,7.298271466,1.939724290892645,2.701531318715369,0.8632200133165396,1.9876375346367856,2.867554814305256
5,Query Service,_SE_a_OcdEeet0YmmfbMwkw,CF2,1158.369822,10.502251435574541,34.03483248085702,3.0638472347045957,7.054768969841831,10.177880207408151
6,Authentication Service,_SFDFXucdEeet0YmmfbMwkw,CF3,544.3636732000001,8.165128902260413,23.331602456753803,2.735889135900919,6.299617540409817,9.088426985046372
7,Authentication Service,_SE-L4ucdEeet0YmmfbMwkw,CF1,443.1578342,7.6240571609278325,21.051314310512776,2.646558431220746,6.093925991466597,8.79167680743322
8,Bid and Buy Service,_SE7Io-cdEeet0YmmfbMwkw,CF1,378.6002514,7.234251994052886,19.457652772110002,2.5781808980102303,5.9364809028003585,8.564531558802114
9,Bid and Buy Service,_SFDryecdEeet0YmmfbMwkw,CF3,348.58596769999997,7.037795343281345,18.670457083317483,2.54230990063652,5.8538848789768245,8.445370684834755
10,Query Service,_SE8-O-cdEeet0YmmfbMwkw,CF1,345.08453510000004,7.014151880785013,18.57645109002255,2.5379254969002196,5.843789416291952,8.43080601088381
11,Item Management Service,_SE9lYOcdEeet0YmmfbMwkw,CF1,288.4933418,6.607623130830694,16.985091751297666,2.460135794431482,5.664672006998995,8.172394212759981
12,Reputation Service,_SE8W8-cdEeet0YmmfbMwkw,CF1,287.5439111,6.600366608806173,16.957119776070464,2.4587041756073007,5.661375582835585,8.167638477966763
13,Bid and Buy Service,_SFApFecdEeet0YmmfbMwkw,CF3,286.40822710000003,6.591665536470378,16.92359970869082,2.4569854889598908,5.657418160581731,8.161929124506424
14,Item Management Service,_SFACAucdEeet0YmmfbMwkw,CF2,268.5784523,6.451941024298255,16.388363319746116,2.429071166848744,5.59314305860757,8.06919975363567
15,Reputation Service,_SFB2oOcdEeet0YmmfbMwkw,CF3,267.1020377,6.440096877038869,16.343256643031705,2.426677201231744,5.587630749064726,8.061247171994363
16,Query Service,_SFCdtucdEeet0YmmfbMwkw,CF3,258.0738438,6.366704062656303,16.064676896844208,2.4117439903286053,5.553245760248622,8.011640119148348
17,Authentication Service,_SFAocucdEeet0YmmfbMwkw,CF2,240.1949858,6.21614751805538,15.498225246782292,2.3805639370297484,5.481451034323915,7.908062224094792
18,User Management Service,_SFABWOcdEeet0YmmfbMwkw,CF2,226.7944437,6.098328339749826,15.059696002907893,2.355632410450195,5.424044072876251,7.825241485501742
19,Inventory Service,_SE-zLOcdEeet0YmmfbMwkw,CF2,202.0410033,5.867861287192736,14.214112821418015,2.3054395164754924,5.308470663435869,7.6585043008434734
20,Persistence Service,_SE_aWucdEeet0YmmfbMwkw,CF2,197.3084797,5.82168339824915,14.046653683351064,2.295145750268825,5.284768390817631,7.624309149679345
21,Inventory Service,_SE7wFecdEeet0YmmfbMwkw,CF1,123.56443349999999,4.980785367500686,11.115954007641449,2.091893482423542,4.816762748759849,6.949119730774527
22,Bid and Buy Service,_SE-MhecdEeet0YmmfbMwkw,CF2,109.4517581,4.783446422666988,10.461919427141465,2.0392227419386364,4.695483886882348,6.7741513181791975
23,User Management Service,_SE8-s-cdEeet0YmmfbMwkw,CF1,108.889505,4.775241510769188,10.435013416378533,2.036986023555302,4.6903336524756565,6.766721100541248
24,Persistence Service,_SE8XmecdEeet0YmmfbMwkw,CF1,107.8309902,4.7597177262407,10.384170173875233,2.03274359330577,4.680565095825016,6.752628052304727
25,Reputation Service,_SE-z0OcdEeet0YmmfbMwkw,CF2,106.87447379999999,4.745602190651096,10.338011114329486,2.028873989478274,4.671655003736031,6.7397735066340845
26,User Management Service,_SFCeLucdEeet0YmmfbMwkw,CF3,89.81520115,4.478335391312907,9.477088221072968,1.9533498468773207,4.497754238821921,6.488887735485699
27,Item Management Service,_SFDEt-cdEeet0YmmfbMwkw,CF3,86.15815401,4.416709090701235,9.282141671510946,1.9352963853704839,4.456184607479336,6.42891543449617
28,Inventory Service,_SFBPfOcdEeet0YmmfbMwkw,CF3,42.54631905,3.491033348629657,6.522753946762058,1.62886199249524,3.750593342464119,5.410962415564146
29,Persistence Service,_SFB3RucdEeet0YmmfbMwkw,CF3,38.86979979,3.387433419877567,6.234564923873999,1.5896123036793202,3.6602175940919266,5.280577771570956
30,Query Service,_SFMO7ecdEeet0YmmfbMwkw,CF2,1337.506631,11.017895474064117,36.57193775287276,3.1262959438144406,7.198562436514881,10.385330328689593
31,Query Service,_SFE57ucdEeet0YmmfbMwkw,CF1,1155.987941,10.495048129128142,33.99982266130222,3.0629533036481145,7.052710617517013,10.174910632716733
32,Query Service,_SFKaeecdEeet0YmmfbMwkw,CF2,1155.952219,10.49494002304913,33.99929733097436,3.062939883000165,7.052679715333106,10.174866050289259
33,Authentication Service,_SFFhr-cdEeet0YmmfbMwkw,CF1,490.25135240000003,7.885082956997479,22.14162036527589,2.6904188003796934,6.194918223665206,8.937377799994458
34,Query Service,_SFODcucdEeet0YmmfbMwkw,CF3,437.6418666,7.592292894446819,20.91989164885899,2.641118861688321,6.081400919748932,8.773606948579364
35,Query Service,_SFSVqecdEeet0YmmfbMwkw,CF3,435.2803486,7.578612239356976,20.863373375367658,2.638769060708443,6.075990303041161,8.765801078686913
36,Bid and Buy Service,_SFJytecdEeet0YmmfbMwkw,CF1,407.88740110000003,7.416177179820739,20.19622244628931,2.6105402909575663,6.010991158619231,8.672027135367369
37,Bid and Buy Service,_SFM2T-cdEeet0YmmfbMwkw,CF2,405.3852207,7.400981247406035,20.13418040795304,2.607867911388472,6.0048377772606125,8.663149682596591
38,Authentication Service,_SFLBrucdEeet0YmmfbMwkw,CF2,389.1656133,7.300929470066098,19.727280940362764,2.5901344590016997,5.964004994147511,8.604240428893625
39,Inventory Service,_SFGIpOcdEeet0YmmfbMwkw,CF1,364.5622204,7.143711166404154,19.093512521272768,2.5617716606932506,5.898697237566879,8.510021252343165
40,Bid and Buy Service,_SFOq0-cdEeet0YmmfbMwkw,CF3,348.5624685,7.037637193602259,18.66982775764147,2.5422806225879353,5.853817463778602,8.445273425262597
41,Authentication Service,_SFM1rOcdEeet0YmmfbMwkw,CF2,342.7869642,6.998550476731794,18.514506858136947,2.535024297837935,5.837109158579327,8.421168436209944
42,Inventory Service,_SFOre-cdEeet0YmmfbMwkw,CF3,336.7987662,6.95755792329803,18.352077980435894,2.527370491873,5.819485619059799,8.395743043142211
43,Authentication Service,_SFJyEucdEeet0YmmfbMwkw,CF1,289.05791600000003,6.611930639475487,17.001703326431738,2.4609848672521974,5.6666270694188405,8.175214771617721
44,User Management Service,_SFSWIecdEeet0YmmfbMwkw,CF3,268.7507104,6.453320089485527,16.393617977737556,2.4293496209139582,5.5937842227872165,8.070124758018041
45,Reputation Service,_SFKZMecdEeet0YmmfbMwkw,CF2,266.8873344,6.438370844152823,16.336686763233235,2.4263279640808455,5.5868266008071465,8.060087031291015
46,Item Management Service,_SFLBB-cdEeet0YmmfbMwkw,CF2,265.4098715,6.426468116718537,16.291404835065638,2.4239170717245377,5.581275316006699,8.052078220238847
47,Persistence Service,_SFGvd-cdEeet0YmmfbMwkw,CF1,250.4039759,6.30299660836051,15.824157983918134,2.3986412202960685,5.5230755172947745,7.968113659256417
48,Item Management Service,_SFOElOcdEeet0YmmfbMwkw,CF3,246.3204921,6.26854644286201,15.694600730824599,2.391500543531148,5.506633501421979,7.9443928444945175
49,Authentication Service,_SFS8ZecdEeet0YmmfbMwkw,CF3,239.3378991,6.208745022445835,15.470549411704809,2.3790114744879114,5.477876357217649,7.902905055160802
50,Bid and Buy Service,_SFS9COcdEeet0YmmfbMwkw,CF3,227.4573835,6.104264540115648,15.081690339613793,2.356900039039184,5.4269628955687095,7.829452456525386
51,Inventory Service,_SFM29-cdEeet0YmmfbMwkw,CF2,202.8291479,5.875481394928161,14.241809853385911,2.3071303661569127,5.312363988706801,7.664121181904415
